Begin Bates num from SYNTHETIC_PROD_001,Begin Bates num from SYNTHETIC_PROD_001,End Bates num from SYNTHETIC_PROD_001,Date,File Name,Email From,Email To,Email CC,Email BCC,Email Subject,Tag: Privilege - Redact,Tag: Privilege - Withhold,Tag: AC-WP,Tag: Attorney-Client,Tag: Synthetic Privacy
SYNEWPRV023-0001421,SYNEWPRV023-0001421,SYNEWPRV023-0001422,2025-08-20,synthetic_document_00355.pdf,sender015@example.test,recipient012@example.test,copy014@example.test,blind004@example.test,Synthetic subject 00355,,,,Yes,Yes
SYNEWPRV023-0001425,SYNEWPRV023-0001425,SYNEWPRV023-0001427,2025-09-21,synthetic_document_00356.pdf,sender016@example.test,recipient013@example.test,copy015@example.test,blind005@example.test,Synthetic subject 00356,Yes,,,,
SYNEWPRV023-0001429,SYNEWPRV023-0001429,SYNEWPRV023-0001429,2025-10-22,synthetic_document_00357.pdf,sender017@example.test,recipient014@example.test,copy016@example.test,blind006@example.test,Synthetic subject 00357,,Yes,Yes,,
SYNEWPRV023-0001433,SYNEWPRV023-0001433,SYNEWPRV023-0001434,2025-11-23,synthetic_document_00358.pdf,sender018@example.test,recipient015@example.test,copy017@example.test,blind007@example.test,Synthetic subject 00358,,,,Yes,
SYNEWPRV023-0001437,SYNEWPRV023-0001437,SYNEWPRV023-0001439,2025-12-24,synthetic_document_00359.pdf,sender019@example.test,recipient016@example.test,copy018@example.test,blind008@example.test,Synthetic subject 00359,,,,,
SYNEWPRV023-0001441,SYNEWPRV023-0001441,SYNEWPRV023-0001441,2025-01-25,synthetic_document_00360.pdf,sender020@example.test,recipient017@example.test,copy019@example.test,blind009@example.test,Synthetic subject 00360,Yes,,Yes,,Yes
SYNEWPRV023-0001445,SYNEWPRV023-0001445,SYNEWPRV023-0001446,2025-02-26,synthetic_document_00361.pdf,sender021@example.test,recipient018@example.test,copy001@example.test,blind010@example.test,Synthetic subject 00361,,Yes,,Yes,
SYNEWPRV023-0001449,SYNEWPRV023-0001449,SYNEWPRV023-0001451,2025-03-27,synthetic_document_00362.pdf,sender022@example.test,recipient019@example.test,copy002@example.test,blind011@example.test,Synthetic subject 00362,,,,,
SYNEWPRV023-0001453,SYNEWPRV023-0001453,SYNEWPRV023-0001453,2025-04-28,synthetic_document_00363.pdf,sender023@example.test,recipient020@example.test,copy003@example.test,blind001@example.test,Synthetic subject 00363,,,Yes,,
SYNEWPRV023-0001457,SYNEWPRV023-0001457,SYNEWPRV023-0001458,2025-05-01,synthetic_document_00364.pdf,sender024@example.test,recipient021@example.test,copy004@example.test,blind002@example.test,Synthetic subject 00364,Yes,,,Yes,
SYNEWPRV023-0001461,SYNEWPRV023-0001461,SYNEWPRV023-0001463,2025-06-02,synthetic_document_00365.pdf,sender025@example.test,recipient022@example.test,copy005@example.test,blind003@example.test,Synthetic subject 00365,,Yes,,,Yes
SYNEWPRV023-0001465,SYNEWPRV023-0001465,SYNEWPRV023-0001465,2025-07-03,synthetic_document_00366.pdf,sender026@example.test,recipient023@example.test,copy006@example.test,blind004@example.test,Synthetic subject 00366,,,Yes,,
SYNEWPRV023-0001469,SYNEWPRV023-0001469,SYNEWPRV023-0001470,2025-08-04,synthetic_document_00367.pdf,sender027@example.test,recipient024@example.test,copy007@example.test,blind005@example.test,Synthetic subject 00367,,,,Yes,
SYNEWPRV023-0001473,SYNEWPRV023-0001473,SYNEWPRV023-0001475,2025-09-05,synthetic_document_00368.pdf,sender028@example.test,recipient025@example.test,copy008@example.test,blind006@example.test,Synthetic subject 00368,Yes,,,,
SYNEWPRV023-0001477,SYNEWPRV023-0001477,SYNEWPRV023-0001477,2025-10-06,synthetic_document_00369.pdf,sender029@example.test,recipient026@example.test,copy009@example.test,blind007@example.test,Synthetic subject 00369,,Yes,Yes,,
SYNEWPRV023-0001481,SYNEWPRV023-0001481,SYNEWPRV023-0001482,2025-11-07,synthetic_document_00370.pdf,sender030@example.test,recipient027@example.test,copy010@example.test,blind008@example.test,Synthetic subject 00370,,,,Yes,Yes
SYNEWPRV023-0001485,SYNEWPRV023-0001485,SYNEWPRV023-0001487,2025-12-08,synthetic_document_00371.pdf,sender031@example.test,recipient028@example.test,copy011@example.test,blind009@example.test,Synthetic subject 00371,,,,,
SYNEWPRV023-0001489,SYNEWPRV023-0001489,SYNEWPRV023-0001489,2025-01-09,synthetic_document_00372.pdf,sender001@example.test,recipient029@example.test,copy012@example.test,blind010@example.test,Synthetic subject 00372,Yes,,Yes,,
SYNEWPRV023-0001493,SYNEWPRV023-0001493,SYNEWPRV023-0001494,2025-02-10,synthetic_document_00373.pdf,sender002@example.test,recipient030@example.test,copy013@example.test,blind011@example.test,Synthetic subject 00373,,Yes,,Yes,
SYNEWPRV023-0001497,SYNEWPRV023-0001497,SYNEWPRV023-0001499,2025-03-11,synthetic_document_00374.pdf,sender003@example.test,recipient031@example.test,copy014@example.test,blind001@example.test,Synthetic subject 00374,,,,,
SYNEWPRV023-0001501,SYNEWPRV023-0001501,SYNEWPRV023-0001501,2025-04-12,synthetic_document_00375.pdf,sender004@example.test,recipient032@example.test,copy015@example.test,blind002@example.test,Synthetic subject 00375,,,Yes,,Yes
SYNEWPRV023-0001505,SYNEWPRV023-0001505,SYNEWPRV023-0001506,2025-05-13,synthetic_document_00376.pdf,sender005@example.test,recipient033@example.test,copy016@example.test,blind003@example.test,Synthetic subject 00376,Yes,,,Yes,
SYNEWPRV023-0001509,SYNEWPRV023-0001509,SYNEWPRV023-0001511,2025-06-14,synthetic_document_00377.pdf,sender006@example.test,recipient034@example.test,copy017@example.test,blind004@example.test,Synthetic subject 00377,,Yes,,,
SYNEWPRV023-0001513,SYNEWPRV023-0001513,SYNEWPRV023-0001513,2025-07-15,synthetic_document_00378.pdf,sender007@example.test,recipient035@example.test,copy018@example.test,blind005@example.test,Synthetic subject 00378,,,Yes,,
SYNEWPRV023-0001517,SYNEWPRV023-0001517,SYNEWPRV023-0001518,2025-08-16,synthetic_document_00379.pdf,sender008@example.test,recipient036@example.test,copy019@example.test,blind006@example.test,Synthetic subject 00379,,,,Yes,
SYNEWPRV023-0001521,SYNEWPRV023-0001521,SYNEWPRV023-0001523,2025-09-17,synthetic_document_00380.pdf,sender009@example.test,recipient037@example.test,copy001@example.test,blind007@example.test,Synthetic subject 00380,Yes,,,,Yes
SYNEWPRV023-0001525,SYNEWPRV023-0001525,SYNEWPRV023-0001525,2025-10-18,synthetic_document_00381.pdf,sender010@example.test,recipient038@example.test,copy002@example.test,blind008@example.test,Synthetic subject 00381,,Yes,Yes,,
SYNEWPRV023-0001529,SYNEWPRV023-0001529,SYNEWPRV023-0001530,2025-11-19,synthetic_document_00382.pdf,sender011@example.test,recipient039@example.test,copy003@example.test,blind009@example.test,Synthetic subject 00382,,,,Yes,
SYNEWPRV023-0001533,SYNEWPRV023-0001533,SYNEWPRV023-0001535,2025-12-20,synthetic_document_00383.pdf,sender012@example.test,recipient040@example.test,copy004@example.test,blind010@example.test,Synthetic subject 00383,,,,,
SYNEWPRV023-0001537,SYNEWPRV023-0001537,SYNEWPRV023-0001537,2025-01-21,synthetic_document_00384.pdf,sender013@example.test,recipient041@example.test,copy005@example.test,blind011@example.test,Synthetic subject 00384,Yes,,Yes,,
SYNEWPRV023-0001541,SYNEWPRV023-0001541,SYNEWPRV023-0001542,2025-02-22,synthetic_document_00385.pdf,sender014@example.test,recipient042@example.test,copy006@example.test,blind001@example.test,Synthetic subject 00385,,Yes,,Yes,Yes
SYNEWPRV023-0001545,SYNEWPRV023-0001545,SYNEWPRV023-0001547,2025-03-23,synthetic_document_00386.pdf,sender015@example.test,recipient043@example.test,copy007@example.test,blind002@example.test,Synthetic subject 00386,,,,,
SYNEWPRV023-0001549,SYNEWPRV023-0001549,SYNEWPRV023-0001549,2025-04-24,synthetic_document_00387.pdf,sender016@example.test,recipient001@example.test,copy008@example.test,blind003@example.test,Synthetic subject 00387,,,Yes,,
SYNEWPRV023-0001553,SYNEWPRV023-0001553,SYNEWPRV023-0001554,2025-05-25,synthetic_document_00388.pdf,sender017@example.test,recipient002@example.test,copy009@example.test,blind004@example.test,Synthetic subject 00388,Yes,,,Yes,
SYNEWPRV023-0001557,SYNEWPRV023-0001557,SYNEWPRV023-0001559,2025-06-26,synthetic_document_00389.pdf,sender018@example.test,recipient003@example.test,copy010@example.test,blind005@example.test,Synthetic subject 00389,,Yes,,,
SYNEWPRV023-0001561,SYNEWPRV023-0001561,SYNEWPRV023-0001561,2025-07-27,synthetic_document_00390.pdf,sender019@example.test,recipient004@example.test,copy011@example.test,blind006@example.test,Synthetic subject 00390,,,Yes,,Yes
SYNEWPRV023-0001565,SYNEWPRV023-0001565,SYNEWPRV023-0001566,2025-08-28,synthetic_document_00391.pdf,sender020@example.test,recipient005@example.test,copy012@example.test,blind007@example.test,Synthetic subject 00391,,,,Yes,
SYNEWPRV023-0001569,SYNEWPRV023-0001569,SYNEWPRV023-0001571,2025-09-01,synthetic_document_00392.pdf,sender021@example.test,recipient006@example.test,copy013@example.test,blind008@example.test,Synthetic subject 00392,Yes,,,,
SYNEWPRV023-0001573,SYNEWPRV023-0001573,SYNEWPRV023-0001573,2025-10-02,synthetic_document_00393.pdf,sender022@example.test,recipient007@example.test,copy014@example.test,blind009@example.test,Synthetic subject 00393,,Yes,Yes,,
SYNEWPRV023-0001577,SYNEWPRV023-0001577,SYNEWPRV023-0001578,2025-11-03,synthetic_document_00394.pdf,sender023@example.test,recipient008@example.test,copy015@example.test,blind010@example.test,Synthetic subject 00394,,,,Yes,
SYNEWPRV023-0001581,SYNEWPRV023-0001581,SYNEWPRV023-0001583,2025-12-04,synthetic_document_00395.pdf,sender024@example.test,recipient009@example.test,copy016@example.test,blind011@example.test,Synthetic subject 00395,,,,,Yes
SYNEWPRV023-0001585,SYNEWPRV023-0001585,SYNEWPRV023-0001585,2025-01-05,synthetic_document_00396.pdf,sender025@example.test,recipient010@example.test,copy017@example.test,blind001@example.test,Synthetic subject 00396,Yes,,Yes,,
SYNEWPRV023-0001589,SYNEWPRV023-0001589,SYNEWPRV023-0001590,2025-02-06,synthetic_document_00397.pdf,sender026@example.test,recipient011@example.test,copy018@example.test,blind002@example.test,Synthetic subject 00397,,Yes,,Yes,
SYNEWPRV023-0001593,SYNEWPRV023-0001593,SYNEWPRV023-0001595,2025-03-07,synthetic_document_00398.pdf,sender027@example.test,recipient012@example.test,copy019@example.test,blind003@example.test,Synthetic subject 00398,,,,,
SYNEWPRV023-0001597,SYNEWPRV023-0001597,SYNEWPRV023-0001597,2025-04-08,synthetic_document_00399.pdf,sender028@example.test,recipient013@example.test,copy001@example.test,blind004@example.test,Synthetic subject 00399,,,Yes,,
